study_hours,sleep_hours,social_activity,screen_time,stress_level,family_support,physical_activity,cgpa,anxiety_level,self_esteem,headache,sleep_quality,breathing_problem,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,addiction,isolation,mental_health_status
6,7,0,8,4,8,9,7.17,5,5,9,4,6,3,3,8,6,10,10,8,8,1,2,6,8,0
9,5,3,5,5,1,10,7.27,7,3,1,4,8,8,6,6,7,6,8,5,1,4,7,5,8,1
2,6,8,12,5,6,3,7.28,5,4,7,5,6,10,2,10,3,8,0,1,5,2,4,1,1,1
0,7,0,3,2,9,3,6.91,1,8,5,1,8,6,7,10,4,2,3,0,6,5,0,10,10,0
4,6,10,6,7,3,9,6.85,8,2,2,3,9,10,2,8,3,7,3,3,0,10,8,7,0,1
3,6,1,13,3,2,3,6.66,5,5,0,5,8,4,4,5,5,4,9,5,5,4,2,4,7,0
9,6,8,0,1,10,5,8.44,0,10,10,4,7,7,0,7,9,6,9,9,7,1,1,5,2,0
7,6,1,11,4,0,8,7.26,6,3,2,5,6,5,4,9,6,0,5,9,6,9,2,7,10,0
0,6,2,3,5,2,4,6.67,6,4,7,3,2,9,5,10,2,0,9,8,1,10,6,10,6,1
9,6,6,4,5,10,9,3.47,6,3,3,5,10,1,6,8,7,3,0,4,1,7,10,10,2,1
0,9,2,7,7,8,7,7.22,7,2,2,1,2,6,1,2,1,4,9,6,3,5,9,6,7,1
3,7,8,11,4,8,7,9.2,2,7,10,1,10,0,1,6,4,9,4,5,4,8,7,10,4,0
7,6,5,1,4,6,3,6.21,6,3,3,5,4,2,8,8,6,2,2,5,4,2,1,2,4,0
4,7,2,11,2,2,10,7.12,0,10,10,4,6,0,9,1,6,5,0,8,10,10,6,1,6,0
1,6,8,4,6,2,9,6.36,4,6,3,2,9,0,0,6,2,2,5,4,1,3,10,2,1,1
5,8,0,5,5,3,8,6.89,4,6,1,3,6,4,1,4,5,4,2,1,6,10,4,7,10,1
4,7,9,4,4,6,8,6.63,3,8,3,3,0,5,1,7,5,10,3,7,7,7,8,3,2,0
1,6,2,14,1,6,4,6.91,3,7,10,2,7,2,9,3,5,0,8,10,1,6,6,7,8,0
10,7,0,12,7,1,5,7.77,5,4,8,3,0,2,6,0,6,2,1,2,3,7,0,3,8,1
10,4,1,8,2,4,4,6.06,2,9,3,6,10,2,5,10,9,6,0,8,10,8,0,6,8,0
10,4,7,9,3,6,2,7.43,1,8,0,6,3,0,8,9,8,2,9,4,10,7,5,5,1,0
2,5,6,15,5,6,10,10.0,4,7,0,4,1,4,10,7,3,4,5,0,2,7,8,9,4,1
8,6,1,0,2,5,7,7.92,0,9,0,2,4,0,6,5,8,6,0,3,3,5,0,0,8,0
6,9,1,13,2,9,8,6.84,3,7,4,0,5,9,2,7,7,1,0,8,4,10,2,10,10,0
6,10,8,2,0,9,3,9.42,1,9,5,0,3,9,2,2,8,2,6,0,5,1,4,7,2,0
10,7,5,13,6,7,8,6.67,6,4,5,4,3,2,0,7,7,3,1,7,1,6,3,5,7,1
5,7,4,1,3,2,8,7.02,5,6,5,1,6,5,7,7,6,4,3,7,9,3,0,1,8,0
7,3,9,11,10,0,6,3.94,8,2,8,8,10,10,0,0,3,8,3,8,5,2,9,4,0,1
3,6,5,12,3,2,7,4.86,4,7,0,3,3,5,10,3,5,8,1,8,8,3,3,1,7,0
7,5,8,2,3,10,2,7.5,5,4,9,6,1,2,1,6,7,3,5,5,10,3,3,9,1,0
3,5,10,9,3,1,4,3.56,4,6,5,5,3,8,10,10,5,8,9,4,7,2,10,6,2,0
7,6,6,8,5,1,2,6.27,7,2,7,3,6,7,6,0,6,3,1,6,0,8,9,10,5,1
8,5,9,12,4,1,6,7.47,6,4,7,5,0,10,0,2,7,1,7,8,8,2,3,9,0,0
2,3,9,13,6,4,5,7.55,7,2,2,5,3,2,3,2,3,9,3,4,10,1,2,5,0,1
2,8,8,8,3,0,10,7.1,2,9,4,3,5,4,8,5,4,0,0,2,9,0,6,6,0,0
10,4,3,9,2,9,2,6.29,4,6,9,5,7,4,7,4,9,6,6,8,10,10,0,5,9,0
1,7,1,1,1,3,8,7.64,0,10,3,1,7,4,10,10,5,3,5,9,1,0,1,9,10,0
9,9,7,13,0,9,0,6.43,1,10,0,1,8,2,7,6,9,7,5,0,10,4,0,0,1,0
2,5,3,2,3,4,9,7.0,2,7,8,6,4,4,2,2,4,7,10,0,0,4,3,2,6,0
2,3,8,13,4,1,2,7.75,5,5,4,8,1,4,4,10,4,7,2,9,5,8,4,9,2,0
4,6,3,3,3,4,10,10.0,3,8,1,3,2,3,3,0,5,5,9,10,0,3,10,1,5,0
4,8,7,8,7,9,9,4.1,5,4,1,3,1,3,10,10,3,8,6,3,5,4,9,0,4,1
1,9,8,2,7,3,10,3.31,7,2,10,2,8,1,7,2,2,3,5,1,1,5,4,0,1,1
9,4,8,12,4,7,6,6.3,6,3,6,6,5,8,10,7,7,4,9,6,10,9,1,3,2,0
5,7,9,6,1,0,2,7.6,3,7,3,3,10,6,6,4,7,3,9,1,6,6,10,10,1,0
4,6,3,11,3,4,2,7.9,3,7,0,4,0,0,6,2,5,4,8,6,6,8,2,0,6,0
5,6,0,2,3,10,1,7.49,3,6,4,2,2,4,9,7,6,1,2,7,3,5,3,1,8,0
0,10,2,6,3,9,8,6.59,5,5,1,0,6,1,9,5,3,4,2,10,1,0,9,0,8,0
4,4,8,6,3,0,10,4.15,2,7,6,7,6,9,6,2,5,9,3,7,10,7,5,5,3,0
8,6,3,8,3,9,3,6.11,1,9,8,2,4,5,0,4,7,7,2,2,6,1,5,10,6,0
9,7,4,1,4,9,9,4.12,5,5,0,2,2,6,6,0,7,8,3,8,0,8,1,3,8,0
1,8,6,12,3,3,5,6.75,3,6,1,2,6,1,3,5,4,6,5,9,10,10,1,7,2,0
0,7,4,5,5,7,1,6.94,3,6,10,1,4,10,2,8,2,6,0,9,10,6,8,10,5,1
9,7,3,8,5,0,8,7.02,6,4,5,4,5,5,4,6,7,5,1,9,1,6,1,4,8,1
10,5,1,11,3,10,6,3.74,4,5,7,5,2,2,1,10,8,1,9,5,1,9,1,9,9,0
8,7,1,15,7,1,9,6.69,7,2,6,1,5,8,7,7,5,9,5,3,0,9,2,4,7,1
9,6,3,14,3,0,4,7.57,2,7,8,4,6,3,8,5,8,10,5,7,8,4,8,10,5,0
8,7,9,11,1,10,6,7.46,0,9,1,1,7,2,4,10,8,9,0,3,5,7,5,10,0,0
8,6,9,14,5,6,3,6.86,3,7,8,5,1,10,2,4,6,8,5,3,2,9,10,7,0,1
5,7,8,1,3,1,9,6.82,1,10,3,1,1,2,9,5,6,4,10,10,5,0,5,10,3,0
7,6,7,15,5,0,6,3.82,7,3,10,2,5,1,6,6,6,5,8,7,6,2,9,9,5,1
10,8,2,1,0,5,1,6.9,0,9,2,0,7,8,0,8,10,0,7,3,2,8,4,5,7,0
0,6,8,12,7,5,6,8.71,5,4,6,4,4,7,9,7,1,4,9,0,3,0,6,5,1,1
9,3,4,13,6,9,3,7.98,8,2,4,5,0,4,2,4,6,5,4,5,9,10,10,2,5,1
3,8,10,4,1,1,3,6.37,2,7,4,0,10,8,8,6,6,9,3,7,0,7,3,5,1,0
0,5,2,9,2,0,0,7.15,0,10,1,3,0,1,1,7,4,10,5,2,5,5,9,9,8,0
7,5,4,9,8,9,2,9.07,10,1,5,5,9,5,10,0,4,1,10,1,5,9,9,6,8,1
0,6,9,11,3,2,4,7.16,2,7,5,5,8,6,8,7,3,6,4,5,8,4,2,1,2,0
2,8,3,9,3,9,4,7.92,4,7,3,3,3,5,10,10,4,3,5,0,1,5,6,2,6,0
3,3,7,15,0,4,1,6.47,0,10,4,8,9,2,0,6,6,4,9,10,4,10,9,5,3,0
7,10,4,7,4,5,3,6.6,3,6,6,0,0,9,3,10,6,2,10,4,4,4,0,9,5,0
5,8,9,10,4,2,0,7.74,5,4,7,2,10,9,9,1,5,4,2,5,6,8,5,8,2,0
9,6,7,14,6,8,8,7.24,6,4,5,5,7,9,5,1,6,3,6,7,4,1,10,8,1,1
6,6,8,8,2,10,0,6.63,1,9,4,5,1,8,6,5,7,9,7,6,9,9,10,7,1,0
7,7,3,1,1,4,5,7.92,1,8,2,4,1,7,2,2,8,5,4,5,3,5,10,7,7,0
1,7,6,4,5,1,6,6.23,3,7,6,2,0,7,8,0,3,1,4,1,9,3,1,8,6,1
9,7,1,13,7,9,2,6.37,9,2,7,3,0,7,3,7,6,2,3,7,1,2,1,10,7,1
10,7,5,6,1,5,0,7.87,0,10,2,2,8,8,4,6,9,9,9,7,7,4,10,10,4,0
7,6,7,14,7,7,6,4.18,6,3,4,2,0,0,7,3,5,0,4,10,4,1,7,8,2,1
2,6,6,5,5,10,2,3.02,5,5,10,5,5,7,2,0,3,6,9,4,3,2,2,9,4,1
6,6,6,5,7,5,9,4.32,7,2,1,2,6,1,7,1,4,8,10,2,8,6,8,10,2,1
2,6,7,6,4,3,5,7.89,5,6,9,4,3,3,10,8,4,1,7,10,1,0,3,8,1,0
6,8,6,2,0,5,5,6.73,0,9,9,0,4,0,0,3,8,6,4,7,2,1,5,4,2,0
10,7,4,12,4,7,3,3.33,2,7,3,1,3,5,7,2,8,2,8,4,7,2,0,5,5,0
1,2,6,2,7,7,10,7.63,6,3,3,9,3,9,10,7,2,4,0,2,10,9,10,4,2,1
9,7,9,9,3,9,5,7.44,3,6,7,3,9,0,10,3,8,5,6,8,3,6,9,0,0,0
5,7,2,8,4,1,10,6.79,3,8,2,1,0,4,9,6,5,7,4,8,8,3,9,3,7,0
2,6,4,13,4,7,9,7.15,3,6,4,3,5,8,7,4,4,3,3,6,9,7,2,10,4,0
2,6,6,7,0,5,3,7.25,0,9,10,5,9,0,5,4,6,1,2,7,9,7,3,0,5,0
8,8,8,4,8,1,7,7.17,7,3,4,1,9,8,4,10,5,2,9,4,9,0,4,0,4,1
6,8,1,5,3,0,8,6.74,3,6,1,3,6,3,8,5,6,7,6,4,9,4,0,2,10,0
4,5,3,10,6,5,1,6.42,5,5,8,3,6,2,5,3,4,6,1,4,8,0,3,6,8,1
9,7,6,11,4,6,6,7.66,6,3,3,4,7,7,0,1,7,5,4,1,9,6,4,0,2,0
6,5,0,9,7,9,8,7.96,6,4,8,3,6,5,5,5,4,4,1,2,8,3,3,6,9,1
8,4,1,0,5,4,8,7.96,4,5,8,5,5,6,0,4,6,10,6,7,0,7,9,9,9,1
0,6,8,9,4,9,4,9.41,6,4,1,2,7,8,5,2,3,4,5,5,5,7,9,9,3,0
6,7,9,11,3,7,0,6.2,1,8,8,4,2,4,2,3,6,0,9,8,9,8,6,0,3,0
5,8,6,0,6,10,5,9.19,6,3,8,3,8,1,5,2,4,5,6,6,5,10,7,8,6,1
9,7,9,3,1,8,7,6.47,2,8,1,4,2,2,5,2,9,8,8,5,7,5,7,4,0,0
8,7,6,1,6,3,0,4.61,8,1,10,2,3,2,0,3,6,7,1,10,6,6,2,5,6,1
0,7,5,10,2,6,1,7.96,0,9,5,3,9,3,8,1,4,9,8,3,6,6,4,8,7,0
3,5,2,6,7,7,0,3.98,6,3,8,4,5,9,7,3,3,0,6,6,1,4,9,10,7,1
8,7,9,1,5,5,4,4.11,3,6,3,1,7,6,1,9,6,10,1,3,10,6,7,2,0,1
3,8,2,9,6,1,1,4.94,8,3,1,0,2,9,1,10,3,5,9,6,3,8,6,2,10,1
9,7,1,1,5,6,9,4.89,4,5,6,2,9,5,4,1,7,2,1,4,0,10,8,4,7,1
2,8,10,4,1,8,9,6.34,0,10,8,1,5,2,9,9,5,5,3,1,10,3,9,6,0,0
8,7,5,3,3,4,3,3.45,4,7,5,1,4,6,1,7,7,8,1,6,10,1,6,2,3,0
1,7,3,7,6,1,0,6.13,6,3,10,1,4,3,10,9,2,5,0,7,6,7,1,3,6,1
3,8,4,3,5,3,6,6.14,5,5,10,0,4,9,0,4,4,7,5,9,3,6,3,1,5,1
5,6,2,13,7,2,7,6.97,9,1,3,4,8,10,1,6,4,5,9,10,8,5,7,8,7,1
1,5,5,11,5,3,4,6.21,4,5,0,5,6,10,4,10,3,5,10,1,5,6,8,9,7,1
7,6,10,5,3,9,1,7.27,2,9,3,3,8,7,10,3,7,6,4,5,5,2,6,8,1,0
7,5,2,4,3,6,7,4.78,3,7,2,4,8,6,9,9,7,10,2,3,8,5,4,10,10,0
0,5,7,10,5,9,0,7.1,3,6,6,5,5,6,6,5,2,9,10,4,7,9,0,1,1,1
2,6,8,13,0,7,6,6.23,0,9,10,5,5,8,4,9,6,10,0,0,5,6,8,4,2,0
9,5,3,1,8,0,0,7.94,9,2,10,5,3,7,0,3,5,3,8,5,5,6,5,0,7,1
8,6,8,10,5,7,5,6.35,6,4,9,3,7,0,6,5,6,7,7,10,5,4,1,7,2,1
4,3,6,14,7,4,5,6.92,6,3,4,7,1,6,5,0,3,3,5,7,3,2,10,5,4,1
5,7,2,12,1,6,4,6.94,0,10,2,4,4,2,6,5,7,6,5,1,4,1,9,9,9,0
3,6,6,11,7,10,1,9.14,7,2,1,3,0,3,1,5,3,0,3,0,2,6,9,9,4,1
9,5,0,13,9,10,1,7.03,10,0,1,3,9,5,4,1,5,8,1,8,8,3,1,1,10,1
1,7,2,7,2,0,8,6.03,2,7,4,2,1,4,7,9,4,9,3,1,10,1,9,1,8,0
10,7,5,1,6,1,4,3.18,8,3,7,3,0,7,6,9,7,8,1,7,1,7,0,9,4,1
7,4,3,8,5,0,4,6.17,6,5,7,6,5,1,5,8,6,6,6,4,10,1,3,4,5,1
10,5,6,14,1,4,6,6.93,3,8,4,6,1,4,5,5,9,7,8,1,6,5,9,6,6,0
5,5,2,8,5,5,5,7.76,5,5,1,5,3,4,0,10,5,1,1,4,0,3,10,8,9,1
4,5,0,2,6,9,1,7.5,5,6,3,6,4,2,0,6,4,9,8,8,9,8,1,8,10,1
8,7,8,3,3,8,10,7.9,5,6,6,2,6,9,6,1,7,9,8,5,6,4,9,10,1,0
0,6,5,7,7,7,0,6.46,7,3,5,4,9,4,2,1,1,6,7,2,1,3,10,5,5,1
4,6,7,8,1,6,4,6.29,2,8,9,3,0,3,5,1,6,0,0,7,4,7,8,1,3,0
5,3,2,2,2,4,3,7.96,4,6,6,5,10,10,4,9,6,2,4,0,0,2,1,5,9,0
4,7,7,4,5,2,2,3.81,6,4,4,1,4,4,2,10,4,5,9,8,4,8,10,0,1,1
5,4,1,10,5,8,1,6.72,6,5,1,7,3,9,5,8,5,4,10,8,10,7,8,10,9,1
5,6,3,14,3,4,9,7.99,1,10,7,4,6,8,2,2,6,4,3,3,3,7,0,10,8,0
6,7,2,15,6,2,1,4.5,8,2,1,2,9,6,7,3,5,8,6,7,0,9,6,1,8,1
3,8,9,7,6,2,3,4.59,6,5,7,1,6,0,6,0,3,5,10,10,0,4,5,2,3,1
10,4,0,2,6,2,1,8.87,8,1,6,6,7,2,8,0,7,2,7,10,6,0,5,4,10,1
7,2,6,6,4,5,3,7.2,6,5,2,7,3,8,4,3,6,1,9,2,2,10,1,9,5,0
6,6,10,10,6,0,2,7.56,7,2,3,4,3,3,0,1,5,8,10,5,9,9,0,0,1,1
8,9,9,7,4,10,8,6.32,5,5,6,1,9,3,10,7,7,9,7,9,8,8,9,9,1,0
6,8,1,15,9,3,6,6.89,10,0,3,0,4,9,9,3,3,3,1,9,8,1,7,4,10,1
2,7,3,9,3,7,10,8.69,4,7,8,3,4,5,10,2,4,10,2,7,9,0,7,4,9,0
2,6,8,10,9,2,2,7.08,9,1,6,3,10,2,7,2,1,4,9,10,10,5,1,3,0,1
7,7,5,13,5,4,7,6.01,4,7,0,3,2,2,1,5,6,8,9,8,8,0,3,2,3,1
4,5,7,2,2,1,8,7.04,0,10,0,3,4,8,5,5,6,4,6,7,0,9,3,6,2,0
3,7,1,15,7,1,6,7.59,8,3,3,1,4,4,0,5,3,6,3,8,3,9,1,10,10,1
7,7,6,1,5,10,5,6.23,6,5,8,4,7,6,5,5,6,1,5,3,0,9,10,6,6,1
5,8,5,9,6,6,3,7.23,4,5,3,1,6,4,3,7,4,1,7,9,0,6,8,0,6,1
1,10,8,12,7,9,4,6.87,8,1,4,0,7,5,4,7,2,3,7,0,8,6,3,6,1,1
3,7,6,6,5,2,7,6.36,4,6,0,2,4,7,9,8,4,7,6,6,4,0,3,2,6,1
10,5,0,11,3,4,2,7.35,5,4,1,4,10,7,6,0,8,1,1,10,0,9,3,2,10,0
3,6,7,8,6,2,1,7.57,4,6,10,4,1,1,5,9,3,9,1,9,10,4,4,5,5,1
5,4,10,0,5,5,2,7.72,5,5,3,4,7,10,0,7,5,6,2,3,2,2,9,5,0,1
5,5,9,2,6,9,6,6.68,4,7,3,4,8,8,8,4,4,0,3,0,6,10,7,10,3,1
0,6,2,4,0,2,7,7.21,0,10,10,5,1,9,5,2,5,8,0,2,1,1,3,3,8,0
7,5,1,2,5,7,0,6.93,5,6,9,4,0,5,5,10,6,9,4,6,3,10,2,4,10,1
5,6,2,0,3,1,6,6.34,5,6,5,2,5,6,8,9,6,5,6,10,1,4,10,2,6,0
2,5,10,14,8,2,8,9.22,9,2,5,6,2,2,9,2,2,10,9,2,8,4,0,2,0,1
8,8,5,15,6,7,2,9.18,4,7,7,3,0,3,4,5,6,0,10,0,8,1,1,8,5,1
1,6,2,6,5,7,2,6.28,5,4,8,5,5,5,10,7,3,9,4,6,6,5,3,4,9,1
10,6,9,6,5,0,7,6.22,3,7,0,5,7,6,5,9,7,5,6,7,6,6,8,0,3,1
7,6,4,9,3,7,3,8.14,5,5,0,4,8,5,5,1,7,4,4,4,1,0,0,8,5,0
9,6,5,15,8,9,7,7.92,6,5,5,4,5,4,6,8,5,4,10,5,9,2,5,9,4,1
2,8,7,11,8,1,4,6.45,8,1,3,2,5,1,8,4,2,4,9,2,7,3,5,5,2,1
4,5,6,7,5,6,2,7.71,4,7,10,6,0,6,4,4,4,3,7,4,0,1,9,8,3,1
5,5,10,4,8,5,3,6.3,8,1,3,3,4,4,4,0,3,6,6,2,7,9,2,10,0,1
9,6,7,9,3,1,3,7.36,1,8,0,3,2,8,3,5,8,8,0,1,4,10,9,6,2,0
5,4,2,11,3,4,7,8.44,5,5,8,7,6,10,9,10,6,3,10,6,3,4,8,10,9,0
3,5,3,4,5,6,5,7.75,6,4,10,3,8,3,3,10,4,1,0,9,9,3,9,9,6,1
2,6,5,4,5,7,6,6.18,6,3,2,3,10,9,7,4,3,1,4,10,1,10,2,9,6,1
3,8,10,0,4,2,8,6.86,6,4,4,3,5,1,1,6,4,1,1,6,2,1,0,6,0,0
0,7,6,9,6,0,5,7.37,4,5,9,2,4,6,9,6,2,6,8,7,9,10,1,4,6,1
3,7,8,4,5,6,2,9.14,7,2,0,3,6,6,7,3,4,3,1,0,1,0,3,6,1,1
0,8,0,5,3,4,2,7.32,1,8,7,2,10,0,1,4,3,3,8,1,10,7,3,9,10,0
0,6,7,14,6,4,10,7.21,6,4,2,4,8,10,0,9,2,0,9,1,3,1,1,3,4,1
9,7,7,12,6,6,2,6.37,5,6,0,1,4,4,9,7,6,3,1,2,2,3,9,10,5,1
5,6,5,11,5,0,9,7.57,3,7,9,4,4,2,8,1,5,5,3,6,4,9,5,10,5,1
4,7,3,0,7,7,1,4.75,8,3,5,1,9,8,10,0,3,1,2,6,6,4,5,5,6,1
10,5,2,10,2,9,0,7.29,3,7,0,5,3,8,7,5,9,3,5,6,8,1,2,1,9,0
3,3,10,6,5,4,10,7.16,4,6,2,7,4,6,5,10,4,10,3,0,4,9,0,9,0,1
10,6,2,0,2,7,9,4.38,0,10,4,4,6,8,3,3,9,6,8,1,7,8,9,2,6,0
2,9,5,10,2,9,0,6.23,1,8,3,0,2,1,1,9,5,8,8,7,1,1,8,1,6,0
0,8,7,1,3,9,3,6.12,3,8,6,1,3,10,7,2,3,1,9,8,5,5,3,9,3,0
5,8,6,1,3,4,2,7.07,2,7,5,0,8,9,2,6,6,7,8,9,7,6,8,1,6,0
1,8,10,4,3,6,4,6.9,3,6,2,3,1,7,9,7,4,5,2,6,8,5,4,6,1,0
7,6,0,13,4,9,8,7.73,5,5,10,5,7,9,3,10,6,7,2,0,10,10,6,4,8,0
9,6,10,9,6,2,7,4.58,6,4,7,2,8,9,4,3,6,1,3,3,3,10,2,5,2,1
4,5,5,15,4,1,8,7.91,2,8,7,3,4,9,3,9,5,10,8,9,3,3,2,2,5,0
6,6,6,12,1,5,4,6.95,0,10,1,3,6,0,10,10,7,0,5,7,6,0,7,9,3,0
9,7,6,6,7,4,7,6.38,5,5,6,1,5,2,7,10,6,6,8,4,3,1,0,4,3,1
1,8,8,0,3,8,3,9.2,1,10,0,2,0,7,8,5,4,8,7,0,4,9,7,4,3,0
7,6,10,9,4,9,4,7.87,6,5,1,3,7,10,0,10,6,8,6,6,1,9,7,10,2,0
1,6,10,15,5,3,2,7.56,5,6,7,2,8,7,1,10,3,1,4,5,1,5,2,3,0,1
3,6,9,0,5,10,4,6.82,3,8,0,2,9,9,3,1,4,3,8,8,10,7,0,9,0,1
0,7,4,0,7,2,2,7.53,6,4,1,4,10,7,0,7,1,0,3,3,9,2,8,3,6,1
4,4,0,5,5,8,4,7.89,4,7,0,5,0,10,10,5,4,10,3,3,4,6,3,7,10,1
8,3,1,1,3,7,10,7.31,5,6,4,8,7,10,5,10,7,6,7,7,9,8,6,5,10,0
0,6,3,0,9,5,4,7.18,9,0,6,2,2,6,4,8,0,1,3,3,9,3,8,10,6,1
8,4,4,5,5,0,5,4.83,5,5,5,5,5,1,6,10,6,3,6,2,1,10,2,1,6,1
10,5,8,13,4,9,8,3.79,4,7,5,5,9,2,5,5,8,1,3,6,5,6,4,1,2,0
7,6,10,1,6,10,0,3.82,8,3,5,2,7,8,2,5,5,0,10,4,5,6,9,1,0,1
5,6,0,5,5,0,9,8.24,5,6,7,2,4,1,4,1,5,6,0,8,7,9,10,5,10,1
6,8,2,9,5,5,5,7.28,5,5,4,3,7,6,2,4,5,5,9,4,0,8,2,0,7,1
2,7,4,7,9,2,0,7.74,7,4,9,3,6,0,8,8,1,1,8,8,6,2,4,2,6,1
0,7,2,1,4,2,5,6.24,4,5,6,1,6,2,1,0,3,3,3,5,6,10,10,0,7,0
4,7,3,10,4,5,1,7.83,2,8,2,4,6,0,5,3,5,10,2,5,8,0,1,3,7,0
1,5,2,8,5,2,7,6.33,3,6,8,6,8,5,8,9,3,2,2,10,3,7,3,0,10,1
4,8,3,7,7,10,10,7.17,7,3,9,0,5,3,9,9,3,2,8,5,6,3,1,8,6,1
7,6,0,11,1,9,2,6.51,0,10,2,3,5,0,6,2,8,2,7,6,5,1,2,10,10,0
10,7,7,9,1,5,9,7.19,2,8,5,1,10,4,4,0,9,10,9,10,3,4,4,10,3,0
8,4,3,0,3,4,5,7.83,2,8,2,6,8,3,1,0,7,3,6,3,9,3,8,5,9,0
1,4,6,6,1,3,5,7.23,1,9,0,4,5,10,1,0,5,0,6,3,7,0,2,7,3,0
2,8,1,13,4,7,3,8.13,4,5,0,1,6,9,3,0,4,0,3,8,2,6,9,1,7,0
2,7,1,12,6,1,4,6.48,5,5,2,4,6,10,9,1,3,6,2,6,7,3,5,5,10,1
0,5,5,9,3,10,1,7.46,3,8,3,5,1,9,1,10,3,4,3,10,4,7,3,3,7,0
7,5,1,5,2,6,9,6.9,0,10,1,5,7,1,7,4,7,2,5,9,3,8,3,6,7,0
5,8,5,13,5,3,9,3.49,7,3,8,2,10,6,9,1,5,8,3,5,2,7,10,7,3,1
7,4,10,5,6,1,7,6.03,6,5,10,6,5,7,6,3,5,4,3,0,9,0,9,5,1,1
10,8,1,5,1,6,9,7.86,1,10,7,1,3,3,6,8,9,9,1,6,6,7,9,0,10,0
8,5,3,5,6,0,6,9.21,5,4,2,4,10,8,2,2,6,2,6,5,6,4,4,7,8,1
4,7,6,9,6,3,9,7.8,4,7,6,2,6,2,6,1,4,8,5,3,5,0,10,10,6,1
2,6,7,6,6,8,5,6.21,5,6,3,3,7,5,7,3,3,0,1,7,2,8,6,0,5,1
4,7,2,11,7,3,6,7.86,6,5,4,4,0,10,4,8,3,8,4,6,8,8,10,8,10,1
4,5,8,2,9,2,0,7.4,9,1,3,3,9,6,0,3,2,4,5,7,10,6,3,1,3,1
4,6,1,13,4,9,4,7.23,2,7,8,3,3,6,0,4,5,5,4,8,1,6,7,10,8,0
2,6,7,5,5,9,6,6.38,5,6,10,2,3,5,10,3,3,1,3,0,2,10,8,9,5,1
10,4,7,2,4,1,0,7.03,4,7,6,6,9,8,3,7,8,7,10,2,0,0,8,5,5,0
9,7,3,6,5,2,1,9.49,5,6,3,4,8,0,1,3,7,2,10,1,6,8,8,7,9,1
3,6,0,15,8,0,8,6.13,8,2,7,5,5,8,6,1,2,0,8,2,1,0,1,4,10,1
8,6,0,6,2,9,2,6.36,4,6,1,2,3,8,2,3,8,6,2,10,9,6,2,1,10,0
9,5,1,7,3,7,5,6.52,4,5,6,3,0,3,3,1,8,2,10,10,7,8,4,4,10,0
8,2,8,1,7,0,6,6.88,5,4,10,6,7,4,8,8,5,3,1,1,8,8,0,0,2,1
1,6,1,8,7,2,8,6.37,9,1,0,5,10,2,1,10,2,4,8,10,10,4,3,7,10,1
7,10,1,12,4,2,4,7.63,5,6,7,0,8,6,7,7,6,0,7,5,1,5,10,7,8,0
7,7,5,4,6,1,3,7.45,7,4,5,4,4,1,0,8,5,10,8,8,5,1,4,1,4,1
6,6,6,8,5,4,10,4.7,6,3,4,3,4,7,2,3,5,10,9,1,10,1,8,5,6,1
7,6,6,9,8,9,1,6.27,10,1,8,4,9,8,3,0,4,8,10,3,0,9,7,10,5,1
2,6,8,4,5,2,2,9.49,3,7,8,3,7,5,5,2,3,6,2,4,7,8,0,7,2,1
5,7,5,6,7,2,4,3.51,6,3,2,1,7,8,0,6,4,1,0,4,4,0,2,9,5,1
0,5,7,10,10,7,10,6.48,10,0,8,4,4,5,7,0,0,0,10,0,8,9,2,7,2,1
6,8,10,8,6,3,1,6.3,5,5,8,1,3,2,1,10,5,10,0,5,2,4,10,6,2,1
0,8,5,14,5,3,3,6.16,4,7,1,3,5,9,4,7,2,1,2,4,1,6,5,2,5,1
8,7,1,3,6,2,0,6.1,6,4,4,1,9,2,5,8,6,2,3,5,6,9,3,10,10,1
0,7,0,1,4,10,3,6.01,3,7,10,3,4,1,7,7,3,2,1,3,10,5,3,3,10,0
0,7,4,8,9,0,6,6.68,9,2,1,2,7,4,2,4,0,7,7,10,6,5,0,0,7,1
6,7,8,12,5,7,2,7.65,3,7,0,3,8,3,8,10,5,4,2,5,9,5,9,8,3,1
1,7,7,1,4,0,9,7.86,2,9,6,1,0,5,4,8,3,8,3,8,4,7,10,9,2,0
4,6,3,2,3,6,7,7.02,3,7,3,3,8,4,7,3,5,2,5,0,6,6,3,9,8,0
7,5,4,9,7,4,5,3.19,5,6,4,6,8,5,3,8,5,5,9,5,5,4,0,1,4,1
7,6,4,1,6,3,5,6.77,7,4,3,4,5,3,8,0,5,3,5,0,8,9,4,9,8,1
2,9,5,2,4,3,0,8.72,2,7,5,2,10,2,7,10,4,7,1,6,2,1,2,6,3,0
6,4,2,5,6,7,4,4.23,6,4,10,6,9,0,4,2,5,0,5,3,3,9,9,7,9,1
2,4,4,2,1,10,2,7.02,2,8,1,4,4,4,2,3,5,3,3,5,8,5,4,3,7,0
5,6,1,14,5,10,9,6.27,4,5,7,3,6,5,0,10,5,6,4,6,9,9,2,10,8,1
5,6,9,9,5,5,0,6.29,4,7,3,4,10,4,4,9,5,8,6,10,7,4,4,10,0,1
2,7,0,7,8,0,7,6.97,7,4,7,4,7,4,4,0,2,0,6,4,9,3,3,9,9,1
